Nonprofit Name,Profile Link,Phone Number,EIN,Website,Email,Address,Email,Google Ads Grants Status,Application Status,Fundraised 
Colorectal Cancer Alliance Inc,https://www.charitynavigator.org/ein/860947831,202-628-0123,860947831,https://colorectalcancer.org/,,,,,,
Common Cause,https://www.charitynavigator.org/ein/526078441,202-833-1200,526078441,http://WWW.COMMONCAUSE.ORG,,,,,,
Common Cause Education Fund,https://www.charitynavigator.org/ein/311705370,202-833-1200,311705370,https://www.commoncause.org/education-fund/,,,,,,
Community Food Bank Of New Jersey Inc,https://www.charitynavigator.org/ein/222423882,908-355-3663,222423882,http://www.cfbnj.org,,,,,,
Compassion And Choices,https://www.charitynavigator.org/ein/841328829,800-247-7421,841328829,http://www.compassionandchoices.org,,,,,,
Compassion International Incorporated,https://www.charitynavigator.org/ein/362423707,719-487-7000,362423707,http://www.compassion.com,,,,,,
Concern Worldwide U S Inc,https://www.charitynavigator.org/ein/133712030,212-557-8000,133712030,http://www.concernusa.org,,,,,,
Conquer Cancer Fdn Of The American Society Of Clinical Oncology,https://www.charitynavigator.org/ein/311667995,571-483-1700,311667995,https://www.conquer.org/,info@conquer.orgconquer,,,,,
Conservation International Foundation,https://www.charitynavigator.org/ein/521497470,703-341-2400,521497470,http://www.conservation.org,,,,,,
Consumer Reports Inc,https://www.charitynavigator.org/ein/131776434,914-378-2000,131776434,http://WWW.CONSUMERREPORTS.ORG,,,,,,
Convoy Of Hope,https://www.charitynavigator.org/ein/680051386,417-823-8998,680051386,https://convoyofhope.org/,,,,,,
Cooperative For Assistance And Relief Everywhere Inc,https://www.charitynavigator.org/ein/131685039,404-681-2552,131685039,http://WWW.CARE.ORG,,,,,,
Cops Direct,https://www.charitynavigator.org/ein/813967795,800-705-2677,813967795,http://www.copsdirect.org,support@copsdirect.org,,,,,
Coral Restoration Foundation Inc,https://www.charitynavigator.org/ein/651054647,305-453-7030,651054647,https://www.coralrestoration.org/,,,,,,
Core Community Organized Relief Effort,https://www.charitynavigator.org/ein/271703237,323-934-4400,271703237,HTTP://WWW.CORERESPONSE.ORG,,,,,,
Council Of Financial Educators Inc,https://www.charitynavigator.org/ein/453187931,727-481-6829,453187931,,,,,,,
Covenant House,https://www.charitynavigator.org/ein/132725416,212-727-4057,132725416,http://WWW.COVENANTHOUSE.ORG,,,,,,
Covenant House California,https://www.charitynavigator.org/ein/133391210,323-461-3131,133391210,http://www.covenanthousecalifornia.org,info@covenanthousecalifornia.org,,,,,
Covenant House Inc,https://www.charitynavigator.org/ein/236405863,215-844-1020,236405863,,,,,,,
Cradles To Crayons Inc,https://www.charitynavigator.org/ein/043584367,888-232-1235,43584367,http://www.cradlestocrayons.org,,,,,,
Crohns & Colitis Foundation Inc,https://www.charitynavigator.org/ein/136193105,800-932-2423,136193105,https://www.crohnscolitisfoundation.org/,,,,,,
Cross Catholic Outreach Inc,https://www.charitynavigator.org/ein/651156061,,651156061,,,,,,,
Cross Outreach,https://www.charitynavigator.org/ein/832057712,515-279-9998,832057712,http://www.crossoutreachdm.org,crossoutreachdm@gmail.com,,,,,
Cure Childhood Cancer Inc,https://www.charitynavigator.org/ein/581244138,800-443-2873,581244138,http://www.curechildhoodcancer.org/,,,,,,
Cystic Fibrosis Foundation,https://www.charitynavigator.org/ein/131930701,800-344-4823,131930701,http://www.cff.org,,,,,,
Dana Farber Cancer Institute,https://www.charitynavigator.org/ein/042263040,800-525-4669,42263040,https://www.dana-farber.org/,,,,,,
Dave Thomas Foundation For Adoption,https://www.charitynavigator.org/ein/311356151,800-275-3832,311356151,https://www.davethomasfoundation.org/,,,,,,
Dayton Childrens Hospital,https://www.charitynavigator.org/ein/310672132,937-641-3000,310672132,http://WWW.CHILDRENSDAYTON.ORG,,,,,,
Defenders Of Wildlife,https://www.charitynavigator.org/ein/530183181,800-385-9712,530183181,http://www.defenders.org,,,,,,
Dementia Society Inc,https://www.charitynavigator.org/ein/463401769,800-336-3684,463401769,http://WWW.DEMENTIASOCIETY.ORG,,,,,,
Democracy Forward Foundation,https://www.charitynavigator.org/ein/821007988,833-391-4732,821007988,http://democracyforward.org,,,,,,
Democracy Now Productions Inc,https://www.charitynavigator.org/ein/010708733,212-431-9090,10708733,http://www.democracynow.org,,,,,,
Dharma Rescue For Cats And Dogs,https://www.charitynavigator.org/ein/800266821,,800266821,,,,,,,
Direct Relief,https://www.charitynavigator.org/ein/951831116,805-964-4767,951831116,https://www.directrelief.org,,,,,,
Disabled American Veterans,https://www.charitynavigator.org/ein/310263158,877-426-2838,310263158,http://WWW.DAV.ORG,,,,,,
Disabled American Veterans Charitable Service Trust,https://www.charitynavigator.org/ein/521521276,877-426-2838,521521276,https://cst.dav.org/,,,,,,
Disabled Veterans National Foundation,https://www.charitynavigator.org/ein/261446183,202-737-0522,261446183,http://www.dvnf.org,,,,,,
Dogs On Death Row,https://www.charitynavigator.org/ein/205530700,404-307-2901,205530700,http://www.dodr.org,dogsondeathrow4@gmail.com,,,,,
Dollar Energy Fund Inc,https://www.charitynavigator.org/ein/251442933,800-683-7036,251442933,http://www.dollarenergy.org/,,,,,,
Donorschoose Org,https://www.charitynavigator.org/ein/134129457,212-239-3615,134129457,https://www.donorschoose.org/,,,,,,
Dreamchaser Pmu Horse Rescue And Rehabilitation Inc,https://www.charitynavigator.org/ein/205168546,417-259-9676,205168546,,,,,,,
Dtcare,https://www.charitynavigator.org/ein/833344803,412-262-2755,833344803,http://dtcare.org,office@dtcare.org,,,,,
Ducks Unlimited Inc,https://www.charitynavigator.org/ein/135643799,800-453-8257,135643799,http://www.ducks.org,,,,,,
Earth Day Network Inc,https://www.charitynavigator.org/ein/133798288,202-518-0044,133798288,http://www.earthday.org/,,,,,,
Earthjustice,https://www.charitynavigator.org/ein/941730465,415-217-2000,941730465,https://earthjustice.org/,,,,,,
Easter Seals Inc,https://www.charitynavigator.org/ein/362171729,312-726-6200,362171729,http://WWW.EASTERSEALS.COM,,,,,,
Eden Reforestation Projects,https://www.charitynavigator.org/ein/954804581,626-872-3770,954804581,https://edenprojects.org/,,,,,,
Electronic Frontier Foundation Inc,https://www.charitynavigator.org/ein/043091431,415-436-9333,43091431,http://www.eff.org,,,,,,
Entertainment Industry Foundation,https://www.charitynavigator.org/ein/951644609,424-283-3600,951644609,http://www.eifoundation.org,,,,,,
Environmental And Energy Study Institute,https://www.charitynavigator.org/ein/521268030,202-628-1400,521268030,http://www.eesi.org/,,,,,,
Environmental Defense Fund Incorporated,https://www.charitynavigator.org/ein/116107128,800-684-3322,116107128,https://www.edf.org/,,,,,,
Environmental Working Group,https://www.charitynavigator.org/ein/522148600,202-667-6982,522148600,http://WWW.EWG.ORG,,,,,,
Epilepsy Foundation Of America,https://www.charitynavigator.org/ein/520856660,800-332-1000,520856660,http://www.epilepsy.com/,,,,,,
Episcopal Relief And Development,https://www.charitynavigator.org/ein/731635264,855-312-4325,731635264,http://WWW.EPISCOPALRELIEF.ORG,info@episcopalrelief.org,,,,,
Equal Justice Initiative,https://www.charitynavigator.org/ein/631135091,334-269-1803,631135091,http://www.eji.org,,,,,,
Equine Advocates Incorporated,https://www.charitynavigator.org/ein/113313534,518-245-1599,113313534,http://www.equineadvocates.org,info@equineadvocates.org,,,,,
Equine Voices Rescue & Sanctuary,https://www.charitynavigator.org/ein/743127794,520-398-2814,743127794,https://equinevoices.org/,,,,,,
Eternal Word Television Network Inc,https://www.charitynavigator.org/ein/630801391,205-271-2900,630801391,http://www.ewtn.com,,,,,,
Everyday Heroes Like You Inc,https://www.charitynavigator.org/ein/263416850,,263416850,,,,,,,
Everytown For Gun Safety Support Fund Inc,https://www.charitynavigator.org/ein/261598353,646-324-8250,261598353,http://WWW.EVERYTOWNSUPPORTFUND.ORG,,,,,,
Faith And Freedom Coalition Inc,https://www.charitynavigator.org/ein/270182697,770-622-1501,270182697,http://WWW.FFCOALITION.COM,,,,,,
Familyaid Boston Inc,https://www.charitynavigator.org/ein/042105756,617-542-7286,42105756,http://www.familyaidboston.org,info@familyaidboston.org,,,,,
Farm Sanctuary Inc,https://www.charitynavigator.org/ein/510292919,607-583-2225,510292919,http://WWW.FARMSANCTUARY.ORG,,,,,,
Farmlink Project,https://www.charitynavigator.org/ein/851398171,701-515-4769,851398171,https://www.farmlinkproject.org/,,,,,,
Father Flanagans Boys Home,https://www.charitynavigator.org/ein/470376606,800-217-3700,470376606,https://www.boystown.org/,,,,,,
Feed Israel,https://www.charitynavigator.org/ein/460650024,718-820-7000,460650024,https://www.feedisrael.org/,11219info@feedisrael.org,,,,,
Feed My Starving Children,https://www.charitynavigator.org/ein/411601449,763-504-2919,411601449,http://www.fmsc.org,,,,,,
Feed The Children Inc,https://www.charitynavigator.org/ein/736108657,800-627-4556,736108657,http://www.feedthechildren.org,,,,,,
Feed The Hungry Inc,https://www.charitynavigator.org/ein/541796436,,541796436,http://WWW.FEEDTHEHUNGRYPHIL.ORG,,,,,,
Feeding America,https://www.charitynavigator.org/ein/363673599,800-771-2303,363673599,http://www.feedingamerica.org/,,,,,,
Feeding America Tampa Bay Inc,https://www.charitynavigator.org/ein/592116576,813-254-1190,592116576,http://feedingtampabay.org/,,,,,,
Feeding Pets Of The Homeless,https://www.charitynavigator.org/ein/263010540,775-841-7463,263010540,http://WWW.PETSOFTHEHOMELESS.ORG,,,,,,
Fellowship Of Christian Athletes,https://www.charitynavigator.org/ein/440610626,800-289-0909,440610626,http://www.fca.org,,,,,,
Finca International Inc,https://www.charitynavigator.org/ein/133240109,202-682-1510,133240109,http://WWW.FINCA.ORG,,,,,,
Firefighters Charitable Foundation Inc,https://www.charitynavigator.org/ein/650258322,516-249-0332,650258322,http://www.ffcf.org,,,,,,
First Nations Development Institute,https://www.charitynavigator.org/ein/541254491,303-774-7836,541254491,https://www.firstnations.org/,info@firstnations.org,,,,,
Fisher House Foundation Inc,https://www.charitynavigator.org/ein/113158401,888-294-8560,113158401,http://WWW.FISHERHOUSE.ORG,,,,,,
Focus On The Family,https://www.charitynavigator.org/ein/953188150,719-531-3400,953188150,http://www.focusonthefamily.com,help@focusonthefamily.com,,,,,
Folds Of Honor Foundation,https://www.charitynavigator.org/ein/753240683,918-274-4700,753240683,http://www.foldsofhonor.org,,,,,,
Food & Water Watch,https://www.charitynavigator.org/ein/320160439,202-683-2500,320160439,http://WWW.FOODANDWATERWATCH.ORG,,,,,,
Food Bank For New York City,https://www.charitynavigator.org/ein/133179546,212-566-7855,133179546,http://www.foodbanknyc.org,,,,,,
Food Bank Of Central & Eastern North Carolina Inc,https://www.charitynavigator.org/ein/561283426,919-875-0707,561283426,http://WWW.FOODBANKCENC.ORG,communication@foodbankcenc.org,,,,,
Food Bank Of The Rockies,https://www.charitynavigator.org/ein/840772672,303-371-9250,840772672,http://www.foodbankrockies.org/,,,,,,
Food For Education Foundation Inc,https://www.charitynavigator.org/ein/880664918,071-337-9230,880664918,https://food4education.org/,info@food4education.org,,,,,
Food For The Hungry Inc,https://www.charitynavigator.org/ein/952680390,800-248-6437,952680390,http://www.fh.org,,,,,,
Food For The Poor Inc,https://www.charitynavigator.org/ein/592174510,800-427-9104,592174510,http://www.foodforthepoor.org,,,,,,
Foundation Fighting Blindness Inc,https://www.charitynavigator.org/ein/237135845,800-683-5555,237135845,http://www.blindness.org,,,,,,
Four Corners Equine Rescue,https://www.charitynavigator.org/ein/200979636,505-334-7220,200979636,http://WWW.FOURCORNERSEQUINERESCUE.ORG,505-334-7220fcernm@gmail.com,,,,,
Four Paws International Inc,https://www.charitynavigator.org/ein/274352918,617-942-1233,274352918,http://WWW.FOURPAWSUSA.ORG,02108info@fourpawsusa.org,,,,,
Free Minded Institute,https://www.charitynavigator.org/ein/871941783,,,,,,,,,
Free Wheelchair Mission,https://www.charitynavigator.org/ein/311781635,949-273-8470,311781635,http://WWW.FREEWHEELCHAIRMISSION.ORG,,,,,,
Freedom From Religion Foundation Inc,https://www.charitynavigator.org/ein/391302520,608-256-8900,391302520,https://ffrf.org/,,,,,,
Freedom Service Dogs Inc,https://www.charitynavigator.org/ein/841068936,303-922-6231,841068936,https://freedomservicedogs.org/,,,,,,
Fresh Air Fund,https://www.charitynavigator.org/ein/131656653,800-367-0003,131656653,http://www.freshair.org,,,,,,
Friends Of Animals Inc,https://www.charitynavigator.org/ein/136018549,203-656-1522,136018549,http://www.friendsofanimals.org,,,,,,
Friends Of Israel Disabled Veterans Inc Beit Halochem,https://www.charitynavigator.org/ein/133392711,212-689-3220,133392711,https://www.the-irgun.org/,,,,,,
Friends Of The Cornell Lab Of Ornithology Inc,https://www.charitynavigator.org/ein/461979945,203-863-6403,461979945,,,,,,,
Friends Of The Earth,https://www.charitynavigator.org/ein/237420660,202-783-7400,237420660,http://WWW.FOE.ORG,,,,,,
Friends Of The Israel Defense Forces,https://www.charitynavigator.org/ein/133156445,212-244-3118,133156445,http://www.fidf.org/,,,,,,
Friends Of The World Food Program Inc,https://www.charitynavigator.org/ein/133843435,202-627-3737,133843435,HTTP://WWW.WFPUSA.ORG,,,,,,
Friends Of United Hatzalah Inc,https://www.charitynavigator.org/ein/113533002,646-833-7108,113533002,http://WWW.ISRAELRESCUE.ORG,,,,,,
Friends Of Zion Inc,https://www.charitynavigator.org/ein/880339835,,880339835,,,,,,,
Front Range Equine Rescue,https://www.charitynavigator.org/ein/841418525,352-209-7510,841418525,http://www.frontrangeequinerescue.org,,,,,,
Gary Sinise Foundation,https://www.charitynavigator.org/ein/800587086,615-575-3500,800587086,http://WWW.GARYSINISEFOUNDATION.ORG,,,,,,
Gates Foundation,https://www.charitynavigator.org/ein/562618866,,562618866,,,,,,,
Gaza Soup Kitchen,https://www.charitynavigator.org/ein/994047997,,994047997,,,,,,,
Gc Relief,https://www.charitynavigator.org/ein/237275342,949-752-6600,237275342,http://www.globalchristianrelief.org,,,,,,
Gedo Community Services,https://www.charitynavigator.org/ein/853311422,,,,,,,,,
General Secretariat Of The Franciscan Missions Inc,https://www.charitynavigator.org/ein/391396579,,391396579,,,,,,,
Gentle Giants Draft Horse Rescue Society Ltd,https://www.charitynavigator.org/ein/593822764,443-285-3835,593822764,https://www.gentlegiantsdrafthorserescue.org/,info@gentlegiants.org,,,,,
Giffords Law Center To Prevent Gun Violence,https://www.charitynavigator.org/ein/464638549,301-857-9043,464638549,http://GIFFORDS.ORG/LAWCENTER,,,,,,
Girl Scouts Of The United States Of America,https://www.charitynavigator.org/ein/131624016,212-852-8000,131624016,http://WWW.GIRLSCOUTS.ORG,,,,,,
Give Lively Foundation Inc,https://www.charitynavigator.org/ein/810693451,203-987-3660,810693451,http://www.givelively.org,,,,,,
Givedirectly Inc,https://www.charitynavigator.org/ein/271661997,646-504-4837,271661997,http://givedirectly.org,,,,,,
Glaucoma Research Foundation,https://www.charitynavigator.org/ein/942495035,415-986-3162,942495035,https://glaucoma.org,,,,,,
Global Empowerment Mission Inc,https://www.charitynavigator.org/ein/453782061,800-995-7604,453782061,http://GLOBALEMPOWERMENTMISSION.ORG,,,,,,
Global Fund For Women Inc,https://www.charitynavigator.org/ein/770155782,415-248-4800,770155782,http://www.globalfundforwomen.org/,,,,,,
Global Hunger Project,https://www.charitynavigator.org/ein/942443282,212-251-9100,942443282,http://WWW.THP.ORG,,,,,,
Globalgiving Foundation Inc,https://www.charitynavigator.org/ein/300108263,202-232-5784,300108263,http://www.globalgiving.org,,,,,,
Gods Love We Deliver Inc,https://www.charitynavigator.org/ein/133366846,212-294-8100,133366846,https://www.glwd.org/,,,,,,
Golden Gate National Parks Conservancy,https://www.charitynavigator.org/ein/942781708,415-561-3000,942781708,http://www.parksconservancy.org,info@parksconservancy.org,,,,,
Good Food Institute Inc,https://www.charitynavigator.org/ein/810840578,202-596-2262,810840578,http://GFI.ORG,,,,,,
Good360,https://www.charitynavigator.org/ein/541282616,703-836-2121,541282616,https://good360.org/,,,,,,
Goodwill Industries Inc,https://www.charitynavigator.org/ein/470378996,402-231-1921,470378996,http://WWW.GOODWILLOMAHA.ORG,,,,,,
Goodwill Industries International Inc,https://www.charitynavigator.org/ein/530196517,301-530-6500,530196517,http://WWW.GOODWILL.ORG,,,,,,
Goodwill Industries Of Southern California,https://www.charitynavigator.org/ein/951641441,888-446-6394,951641441,http://www.goodwillsocal.org,info@goodwillsocal.org,,,,,
Greater Chicago Food Depository,https://www.charitynavigator.org/ein/362971864,773-247-3663,362971864,http://www.chicagosfoodbank.org,,,,,,
Greater Good Charities,https://www.charitynavigator.org/ein/204846675,520-441-9067,204846675,http://WWW.GREATERGOOD.ORG,,,,,,
Green America,https://www.charitynavigator.org/ein/521660746,202-872-5307,521660746,http://WWW.GREENAMERICA.ORG,,,,,,
Greenpeace Foundation,https://www.charitynavigator.org/ein/990175939,415-265-0211,990175939,http://greenpeacefoundation.org,,,,,,
Greenpeace Fund Inc,https://www.charitynavigator.org/ein/953313195,800-722-6995,953313195,http://www.greenpeacefund.org,,,,,,
Greenpeace Inc,https://www.charitynavigator.org/ein/521541501,800-722-6995,521541501,http://WWW.GREENPEACEUSA.ORG,,,,,,
Guardian Angels Medical Service Dogs Inc,https://www.charitynavigator.org/ein/272667123,239-771-3703,272667123,http://WWW.MEDICALSERVICEDOGS.ORG,,,,,,
Guardians Of Rescue Inc,https://www.charitynavigator.org/ein/274205517,888-287-3864,274205517,http://GUARDIANSOFRESCUE.ORG,,,,,,
Guide Dog Foundation For The Blind Inc,https://www.charitynavigator.org/ein/111687477,631-930-9000,111687477,http://www.guidedog.org,,,,,,
Guide Dogs For The Blind Inc,https://www.charitynavigator.org/ein/941196195,415-499-4000,941196195,http://WWW.GUIDEDOGS.COM,,,,,,
Guidestar Usa Inc,https://www.charitynavigator.org/ein/541774039,,,,,,,,,
Guiding Eyes For The Blind Inc,https://www.charitynavigator.org/ein/131854606,800-942-0149,131854606,http://www.guidingeyes.org,mailinglist@guidingeyes.orgdonate,,,,,
Habit For Humanity International Inc,https://www.charitynavigator.org/ein/270291691,,270291691,http://www.habitatofwaldocounty.org,,,,,,
Habitat For Humanity International Inc,https://www.charitynavigator.org/ein/330416470,310-323-4663,330416470,http://WWW.HABITATLA.ORG,info@habitatla.org,,,,,
Habitat For Humanity International Inc,https://www.charitynavigator.org/ein/911914868,800-422-4828,911914868,http://www.habitat.org,,,,,,
Hadassah The Womens Zionist Organization Of America Inc,https://www.charitynavigator.org/ein/131656651,800-928-0685,131656651,http://www.hadassah.org,donorservices@hadassah.org,,,,,
Happy Cat Inc,https://www.charitynavigator.org/ein/900576904,516-232-7795,900576904,http://www.happycatsanctuary.com,,,,,,
Heal Palestine Inc,https://www.charitynavigator.org/ein/882454707,330-671-2143,882454707,http://www.healpalestine.org,info@healpalestine.org,,,,,
Healthcare Chaplaincy Inc,https://www.charitynavigator.org/ein/132634080,212-644-1111,132634080,http://www.healthcarechaplaincy.org,comm@www.healthcarechaplaincy.org,,,,,
Healthwell Foundation,https://www.charitynavigator.org/ein/200413676,240-632-5305,200413676,http://WWW.HEALTHWELLFOUNDATION.ORG,,,,,,
Heart Of Maine United Way,https://www.charitynavigator.org/ein/010211478,207-941-2800,10211478,https://www.homeunitedway.org/,,,,,,
Heart To Heart International Inc,https://www.charitynavigator.org/ein/481108359,913-764-5200,481108359,https://www.hearttoheart.org,,,,,,
Heifer International Foundation,https://www.charitynavigator.org/ein/710699939,501-907-4900,710699939,http://HEIFERFOUNDATION.ORG,833-904-4483legacyinfo@heiferfoundation.org,,,,,
Heifer Project International,https://www.charitynavigator.org/ein/351019477,855-948-6437,351019477,https://www.heifer.org,,,,,,
Helen Keller International,https://www.charitynavigator.org/ein/135562162,212-532-0544,135562162,https://helenkellerintl.org/,,,,,,
Helping Hand For Relief & Development Inc,https://www.charitynavigator.org/ein/311628040,888-808-4357,311628040,http://www.hhrd.org,,,,,,
Heritage Foundation,https://www.charitynavigator.org/ein/237327730,800-546-2843,237327730,http://www.heritage.org,,,,,,
Hero Inc,https://www.charitynavigator.org/ein/261209762,920-639-0861,261209762,http://www.vulnerablepeopleproject.com,,,,,,
Hetrick Martin Institute Inc,https://www.charitynavigator.org/ein/133104537,212-674-2400,133104537,http://www.hmi.org,,,,,,
Hias Inc,https://www.charitynavigator.org/ein/135633307,301-844-7300,135633307,http://www.hias.org,info@hias.org,,,,,
Hillel The Foundation For Jewish Campus Life,https://www.charitynavigator.org/ein/521844823,202-449-6500,521844823,http://www.hillel.org,,,,,,
Hillsdale College,https://www.charitynavigator.org/ein/381374230,517-437-7341,381374230,http://WWW.HILLSDALE.EDU,,,,,,
Hire Heroes Usa,https://www.charitynavigator.org/ein/431562688,844-634-1520,431562688,http://hireheroesusa.org/,,,,,,
Hispanic Federation Inc,https://www.charitynavigator.org/ein/133573852,212-233-8955,133573852,http://HISPANICFEDERATION.ORG,,,,,,
Holt International Childrens Services Inc,https://www.charitynavigator.org/ein/237257390,888-355-4658,237257390,http://www.holtinternational.org,info@holtinternational.org,,,,,
Homes For Our Troops Inc,https://www.charitynavigator.org/ein/542143612,508-823-3300,542143612,http://www.hfotusa.org,,,,,,
Hooves & Paws Animal Rescue,https://www.charitynavigator.org/ein/331007628,540-967-4500,331007628,http://www.hoovesandpaws.org,,,,,,
Hope For The Warriors,https://www.charitynavigator.org/ein/205182295,877-246-7349,205182295,http://www.hopeforthewarriors.org/,,,,,,
Hope For Ukraine Inc,https://www.charitynavigator.org/ein/811401967,973-795-1203,811401967,https://hfu.org/,973-795-1203info@hfu.org,,,,,
Horsepower Sanctuaries,https://www.charitynavigator.org/ein/770269641,805-237-3751,770269641,http://www.redwingshorsesanctuary.org,,,,,,
Houston Food Bank,https://www.charitynavigator.org/ein/742181456,713-223-3700,742181456,http://www.houstonfoodbank.org/,,,,,,
Howard Jarvis Taxpayers Foundation,https://www.charitynavigator.org/ein/521155794,213-384-9656,521155794,,,,,,,
Human Appeal Inc,https://www.charitynavigator.org/ein/872410117,877-225-2251,872410117,https://humanappealusa.org/,,,,,,
Human Coalition,https://www.charitynavigator.org/ein/264099950,214-295-7301,264099950,http://WWW.HUMANCOALITION.ORG,,,,,,
Human Concern International,https://www.charitynavigator.org/ein/311719723,613-742-5948,311719723,http://WWW.HUMANCONCERN.ORG,,,,,,
Human Development Fund,https://www.charitynavigator.org/ein/922204466,800-614-9560,922204466,https://hdfund.org/,1-800-614-9560info@hdfund.orgmy,,,,,
Human Rights Campaign Foundation,https://www.charitynavigator.org/ein/521481896,800-727-4723,521481896,http://www.hrc.org/hrc-story/hrc-foundation,,,,,,
Human Rights Watch Inc,https://www.charitynavigator.org/ein/132875808,212-290-4700,132875808,http://www.hrw.org,,,,,,
Humane Farming Association,https://www.charitynavigator.org/ein/680087989,415-485-1495,680087989,http://www.hfa.org,hfa@hfa.org,,,,,
Humane World Actin Fund,https://www.charitynavigator.org/ein/593786428,202-676-2314,593786428,http://www.humaneaction.org,,,,,,
Humane World For Animals Inc,https://www.charitynavigator.org/ein/530225390,202-452-1100,530225390,http://www.humaneworld.org/,,,,,,
Humane World For Animals International,https://www.charitynavigator.org/ein/521769464,202-452-1100,521769464,http://www.humaneworld.org,,,,,,
I Heart Dogs Rescue And Animal Haven,https://www.charitynavigator.org/ein/473083059,248-496-4379,473083059,http://WWW.IHEARTDOGS.ORG,bark@iheartdogs.org,,,,,
Icna Relief Usa Programs Inc,https://www.charitynavigator.org/ein/043810161,866-354-0102,43810161,http://icnarelief.org/,,,,,,
Immigrant Defenders Law Center,https://www.charitynavigator.org/ein/474473312,213-634-7117,474473312,http://www.immdef.org,info@immdef.orgyou,,,,,
Immigrant Legal Resource Center,https://www.charitynavigator.org/ein/942939540,415-321-8517,942939540,http://WWW.ILRC.ORG,,,,,,
In Touch Ministries Inc,https://www.charitynavigator.org/ein/581495310,800-789-1473,581495310,http://www.intouch.org,,,,,,
Indivisible Civics Inc,https://www.charitynavigator.org/ein/822355901,301-778-8533,822355901,http://WWW.INDIVISIBLECIVICS.ORG,donate@indivisible.org,,,,,
Indivisible Project,https://www.charitynavigator.org/ein/814944067,301-778-8533,814944067,http://WWW.INDIVISIBLE.ORG,,,,,,
Inequality Media,https://www.charitynavigator.org/ein/465544528,510-698-9150,465544528,http://WWW.INEQUALITYMEDIA.ORG,mediainquiries@inequalitymedia.orgprivacy,,,,,
Innocence Project Inc,https://www.charitynavigator.org/ein/320077563,212-364-5340,320077563,http://WWW.INNOCENCEPROJECT.ORG,,,,,,
Institute For Justice,https://www.charitynavigator.org/ein/521744337,703-682-9320,521744337,http://www.ij.org,,,,,,
International Animal Rescue Us,https://www.charitynavigator.org/ein/542044674,508-826-1083,542044674,https://www.internationalanimalrescue.org/,,,,,,
International Campaign For Tibet,https://www.charitynavigator.org/ein/521570071,202-785-1515,521570071,https://savetibet.org/,,,,,,
International Childrens Fund Inc,https://www.charitynavigator.org/ein/391303430,920-729-5721,391303430,http://www.icfaid.org,,,,,,
International Committee Of The Red Cross,https://www.charitynavigator.org/ein/986001029,202-587-4600,986001029,http://www.icrc.org,,,,,,
International Conservation Caucus Foundation,https://www.charitynavigator.org/ein/830449176,202-471-4222,830449176,http://iccfoundation.us/,donnell.roy@internationalconservation.org,,,,,
International Crisis Aid Inc,https://www.charitynavigator.org/ein/300060905,314-487-1400,300060905,http://www.crisisaid.org,63151info@crisisaid.orgcharity,,,,,
International Fellowship Of Christians & Jews,https://www.charitynavigator.org/ein/363256096,312-641-7200,363256096,http://www.ifcj.org,,,,,,
International Fund For Animal Welfare Inc,https://www.charitynavigator.org/ein/311594197,508-744-2000,311594197,http://www.ifaw.org,,,,,,
International Guiding Eyes Inc,https://www.charitynavigator.org/ein/951586088,818-362-5834,951586088,http://www.guidedogsofamerica.org,,,,,,
International Justice Mission,https://www.charitynavigator.org/ein/541722887,844-422-5878,541722887,http://IJM.ORG,foo@example.com,,,,,
International Medical Corps,https://www.charitynavigator.org/ein/953949646,310-826-7800,953949646,http://WWW.INTERNATIONALMEDICALCORPS.ORG,,,,,,
International Planned Parenthood Federation,https://www.charitynavigator.org/ein/131845455,212-248-6400,131845455,https://fosfeminista.org/,,,,,,
International Relief Teams,https://www.charitynavigator.org/ein/330412751,619-284-7979,330412751,http://www.irteams.org,,,,,,
International Rescue Committee Inc,https://www.charitynavigator.org/ein/135660870,212-551-3000,135660870,http://www.rescue.org,,,,,,
Iraq And Afghanistan Veterans Of America Inc,https://www.charitynavigator.org/ein/201664531,212-982-9699,201664531,https://www.iava.org/,,,,,,
Irondog K9 International Inc,https://www.charitynavigator.org/ein/810688978,678-346-5166,810688978,http://www.irondogk9intl.org,,,,,,
Islamic Relief Usa,https://www.charitynavigator.org/ein/954453134,855-447-1001,954453134,https://irusa.org,,,,,,
Israel Emergency Alliance,https://www.charitynavigator.org/ein/010566033,310-836-6140,10566033,http://standwithus.com,,,,,,
Jacobs & Cushman San Diego Food Bank,https://www.charitynavigator.org/ein/204374795,858-527-1419,204374795,http://www.SanDiegoFoodBank.org,,,,,,
Jane Goodall Institute For Wildlife Research Education & Conservation,https://www.charitynavigator.org/ein/942474731,703-682-9220,942474731,https://www.janegoodall.org,,,,,,
Jewish National Fund Keren Kayemeth Leisrael Inc,https://www.charitynavigator.org/ein/131659627,888-563-0099,131659627,http://www.jnf.org,,,,,,
Jewish Voice Ministries International,https://www.charitynavigator.org/ein/860217838,800-424-0408,860217838,http://JEWISHVOICE.ORG,,,,,,
Jews For Jesus,https://www.charitynavigator.org/ein/942222464,415-864-2600,942222464,http://jewsforjesus.org,jfj@jewsforjesus.org,,,,,
Joshua Fund,https://www.charitynavigator.org/ein/205350994,703-860-0166,205350994,http://www.joshuafund.com,,,,,,
Joyce Meyer Ministries Inc,https://www.charitynavigator.org/ein/431382734,,431382734,,,,,,,
